DATE;" Lan Tay
(tr.m3) ";"RĐ-RĐT
(tr.m3)";"PM3&46CN
Về bờ (tr.ft3)";"Bach Ho
Wet gas (tr.m3)";Rang Dong (tr.ft3);Cá Ngừ Vàng (tr.ft3);"Tê Giác Trắng
(tr. ft3)";"Sư Tử Trắng
(tr.ft3)";"Chim Sáo
(tr.ft3)";HSĐ-HST (tr,ft3);Cá Tầm            (tr.m3);Sao Vàng   (tr.m3);Hai Thach (tr.m3);"Thái Bình 
(tr.ft3)";"Đại Hùng 
(tr.m3)";"Thiên Ưng
(tr.m3)"
3/9/2025;0,176000;0,669000;201,584790;0,136000;3,140000;0,630000;6,450000;10,000000;8,090000;1,000000;0,014100;4,955000;2,410000;11,088816;0,339000;0,498000
3/10/2025;0,386000;1,371000;201,584790;0,364000;3,320000;0,960000;6,580000;19,000000;8,270000;1,300000;0,014100;4,953000;2,036000;11,653851;0,337000;0,499000
3/11/2025;0,235000;0,865000;200,243010;0,389000;3,320000;0,960000;6,460000;50,000000;8,370000;1,000000;0,014100;4,952000;3,407000;14,231824;0,335000;0,497000
3/12/2025;0,384000;1,155000;197,665380;0,135000;3,500000;1,140000;6,460000;50,000000;8,270000;1,200000;0,014100;4,952000;3,443000;13,843362;0,330000;0,497000
3/13/2025;0,542000;1,389000;199,642740;0,135000;3,330000;1,570000;6,460000;50,000000;8,530000;0,600000;0,014100;4,945000;3,612000;13,243013;0,330000;0,497000
3/14/2025;0,469000;1,210000;198,124410;0,343000;1,030000;1,130000;6,880000;50,000000;8,500000;1,300000;0,014100;4,958000;3,594000;13,313642;0,336000;0,497000
3/15/2025;0,446000;1,159000;196,853250;0,122000;0,110000;1,040000;6,520000;50,000000;7,950000;0,800000;0,014100;4,952000;2,936000;12,995810;0,336000;0,493000
3/16/2025;0,089000;0,228000;191,662680;0,366000;0,380000;1,200000;6,860000;50,000000;8,120000;1,000000;0,014100;3,945000;2,625000;12,536719;0,331000;0,487000
3/17/2025;0,380000;1,010000;200,560800;0,118000;0,100000;1,190000;6,530000;50,000000;8,370000;0,700000;0,014100;4,951000;2,986000;13,207698;0,327000;0,488000
3/18/2025;0,395000;1,223000;196,147050;0,444000;1,270000;1,210000;6,460000;50,000000;8,080000;1,300000;0,014100;4,956000;3,184000;13,419586;0,327000;0,488000
3/19/2025;0,499000;1,227000;199,819290;0,401000;1,770000;1,080000;6,320000;50,000000;7,970000;0,700000;0,014100;4,956000;3,464000;12,501404;0,325000;0,493000
3/20/2025;0,432000;1,062000;192,792600;0,144000;1,770000;1,010000;6,990000;50,000000;7,840000;0,700000;0,014100;4,960000;3,432000;13,172383;0,325000;0,494000
3/21/2025;0,393000;0,970000;185,977770;0,151000;1,270000;18,500000;7,770000;51,000000;8,150000;0,700000;0,014100;4,956000;2,992000;13,172383;0,324000;0,494000
3/22/2025;0,298000;0,712000;188,378850;0,422000;1,210000;20,000000;7,880000;51,000000;8,140000;0,800000;0,014100;4,953000;2,877000;13,172383;0,323000;0,494000
3/23/2025;0,192000;0,438000;188,837880;0,146000;1,270000;20,110000;7,550000;51,000000;8,020000;0,600000;0,014100;4,953000;2,784000;13,172383;0,325000;0,494000
3/24/2025;0,428000;1,136000;202,855950;0,392000;0,540000;19,900000;7,220000;51,000000;7,950000;0,900000;0,014100;4,953000;3,049000;13,172383;0,328000;0,494000
3/25/2025;0,445890;1,357000;208,399620;0,392000;2,430000;19,680000;7,400000;50,000000;8,090000;0,700000;0,014100;4,954000;3,292000;13,419586;0,328000;0,470000
3/26/2025;0,361740;0,997000;205,080480;0,392000;8,760000;18,070000;3,660000;35,000000;7,280000;0,100000;0,014100;4,954000;2,740000;13,066439;0,328000;0,470000
3/27/2025;0,143240;0,342960;204,515520;0,373000;14,190000;13,200000;7,350000;35,000000;7,280000;0,100000;0,014100;4,956000;2,529000;13,702104;0,328000;0,486000
3/28/2025;0,271460;0,712570;205,151100;0,134000;12,210000;7,160000;7,570000;35,000000;7,280000;0,100000;0,014100;4,956000;2,092000;12,995810;0,027000;0,316000
3/29/2025;0,296280;0,747410;201,902580;0,132000;11,430000;2,820000;7,720000;29,000000;7,280000;0,100000;0,014100;2,796000;2,065000;12,925180;0,000000;0,306000
3/30/2025;0,098630;0,375070;203,632770;0,404000;10,040000;2,920000;7,870000;10,000000;7,280000;0,100000;0,014100;1,163000;1,990000;13,737418;0,000000;0,300000
3/31/2025;0,394300;1,137000;203,244360;0,140000;8,500000;3,270000;7,870000;30,000000;7,280000;0,100000;0,014100;2,840000;2,523000;13,419586;0,000000;0,300000
4/1/2025;0,418000;0,225000;202,961880;0,418000;8,140000;2,490000;7,510000;36,000000;7,740000;0,860000;0,014100;4,938000;3,249000;13,172383;0,000000;0,304000
4/2/2025;0,577000;1,845000;201,831960;0,138000;7,910000;2,590000;7,610000;43,000000;7,800000;0,960000;0,014100;4,951000;2,299000;13,772733;0,000000;0,307000
4/3/2025;0,219000;0,731000;206,033850;0,345000;7,450000;2,340000;7,510000;49,000000;7,770000;0,970000;0,014100;4,952000;3,267000;13,525530;0,000000;0,311000
4/4/2025;0,400000;1,363000;204,550830;0,401000;6,250000;2,400000;7,540000;49,000000;7,657610;1,110000;0,014100;4,955000;3,297000;13,949307;0,000000;0,311000
4/5/2025;0,361000;1,202000;202,573470;0,132000;9,620000;2,480000;7,490000;49,000000;7,610000;0,990000;0,014100;4,955000;2,598000;14,973433;0,000000;0,311000
4/6/2025;0,515000;1,784000;193,957830;0,133000;8,540000;2,440000;7,640000;49,000000;7,310000;1,110000;0,014100;4,950000;2,367000;14,196509;0,000000;0,311000
4/7/2025;0,381000;1,179000;202,926570;0,418000;6,950000;2,420000;7,690000;48,000000;6,700000;0,690000;0,014100;4,954000;2,246000;13,278327;0,000000;0,311000
4/8/2025;0,469000;1,496000;195,793950;0,418000;6,740000;2,390000;7,700000;48,000000;5,600000;0,760000;0,014100;4,954000;2,462000;13,666789;0,000000;0,309000
4/9/2025;0,420000;1,332000;197,206350;0,492000;6,740000;2,220000;7,700000;48,000000;5,640000;0,790000;0,014100;4,954000;2,502000;14,090565;0,000000;0,309000
4/10/2025;0,424000;1,364000;198,018480;0,138000;7,740000;2,230000;7,550000;48,000000;5,780000;0,920000;0,014100;4,954000;3,969000;14,549656;0,000000;0,309000
4/11/2025;0,324000;1,089000;199,219020;0,439000;8,757900;2,180000;7,690000;48,000000;5,790000;1,080000;0,014100;4,955000;3,579000;13,772733;0,000000;0,309000
4/12/2025;0,171000;0,574000;201,761340;0,385000;2,434300;1,980000;3,840000;46,000000;5,830000;0,690000;0,014100;4,015000;3,529000;13,419586;0,000000;0,309000
4/13/2025;0,362000;1,198000;199,925220;0,000000;0,000000;2,190000;7,580000;46,000000;10,400000;1,300000;0,014100;3,942000;3,660000;12,642663;0,000000;0,309000
4/14/2025;0,292000;0,961000;199,289640;0,136000;5,370000;2,120000;7,800000;48,000000;12,600000;1,400000;0,000000;4,952000;3,587000;11,724480;0,000000;0,309000
4/15/2025;0,355000;1,158000;194,769960;0,000000;3,510000;2,140000;3,340000;47,000000;13,210000;0,500000;0,000000;4,954000;3,619000;13,454901;0,000000;0,309000
4/16/2025;0,375000;1,189000;196,358910;0,000000;2,090000;2,170000;7,570000;49,000000;12,310000;1,300000;0,000000;4,953000;3,690000;12,819236;0,000000;0,309000
4/17/2025;0,359000;1,155000;198,018480;0,000000;9,470000;2,230000;7,550000;48,000000;5,780000;0,870000;0,014100;4,953000;3,590000;13,490215;0,000000;0,306000
4/18/2025;0,371000;1,155000;190,003110;0,137000;8,550000;2,210000;7,720000;45,000000;6,470000;1,320000;0,014100;4,953000;3,654000;14,549656;0,000000;0,306000
4/19/2025;0,126000;1,148000;194,275620;0,000000;14,730000;2,260000;7,520000;45,000000;9,630000;1,760000;0,014100;4,953000;3,306000;14,161195;0,000000;0,306000
4/20/2025;0,000000;0,384000;175,561320;0,000000;15,110000;14,990000;7,490000;44,000000;8,600000;2,050000;0,014100;4,953000;3,187000;13,490215;0,000000;0,306000
4/21/2025;0,507000;1,495000;194,946510;0,372000;15,560000;16,050000;6,620000;43,000000;11,390000;1,800000;0,014100;4,955000;3,187000;13,878677;0,000000;0,306000
4/22/2025;0,458000;1,370000;193,145700;0,136000;10,970000;14,530000;7,420000;43,000000;11,880000;2,000000;0,014100;4,955000;3,705000;13,772733;0,000000;0,306000
4/23/2025;0,419000;1,257000;187,143000;0,424000;10,940000;13,610000;7,180000;41,000000;11,470000;1,710000;0,014100;4,955000;3,584000;14,620286;0,000000;0,306000
4/24/2025;0,222000;0,731000;184,494750;0,455000;10,100000;13,220000;7,150000;41,000000;11,290000;1,710000;0,010000;4,955000;3,408000;15,114692;0,000000;0,306000
4/25/2025;0,343000;1,057000;101,869350;0,412000;9,000000;12,460000;7,410000;40,000000;11,860000;2,200000;0,010000;4,952000;3,500000;14,090565;0,000000;0,306000
4/26/2025;0,325000;1,020000;64,334820;0,133000;10,000000;11,980000;7,330000;41,000000;10,970000;2,600000;0,010000;4,954000;3,500000;14,055251;0,000000;0,306000
4/27/2025;0,286000;0,984000;60,803820;0,408000;11,600000;11,600000;6,860000;42,000000;10,970000;2,400000;0,010000;4,959000;3,466000;12,960495;0,000000;0,306000
4/28/2025;0,366000;1,098000;59,038320;0,394000;10,010000;10,950000;6,510000;40,000000;10,970000;2,400000;0,010000;4,959000;3,553000;12,289516;0,000000;0,306000
4/29/2025;0,399000;1,228000;158,965620;0,371000;11,150000;10,540000;6,310000;40,000000;10,970000;2,600000;0,010000;4,955000;3,558000;13,313642;0,000000;0,297000
4/30/2025;0,237000;0,686000;185,130330;0,136000;11,290000;10,050000;6,580000;41,000000;10,970000;2,400000;0,010000;4,958000;2,186000;12,501404;0,066000;0,292000
5/1/2025;0,076000;0,256000;187,803398;0,219000;11,190000;9,460000;6,950000;26,000000;9,990000;2,600000;0,010000;4,954000;1,797000;12,501404;0,205000;0,494000
5/2/2025;0,268000;0,806000;189,392558;0,237000;9,670000;9,120000;6,970000;17,000000;9,710000;2,600000;0,010000;4,955000;1,899000;12,501404;0,349000;0,336000
5/3/2025;0,704000;1,973000;189,039411;0,323000;9,730000;8,750000;7,130000;49,000000;9,520000;2,900000;0,010000;4,955000;2,597000;14,408398;0,338000;0,429000
5/4/2025;0,345000;1,110000;175,867040;0,130000;11,890000;8,260000;7,140000;47,000000;9,510000;2,900000;0,010000;4,953000;3,096000;14,019936;0,336000;0,452000
5/5/2025;0,297000;0,962000;185,013539;0,406000;9,850000;8,040000;7,080000;44,000000;9,500000;3,100000;0,010000;4,954000;3,552000;14,761545;0,332000;0,452000
5/6/2025;0,322000;1,027000;187,838712;0,435000;9,770000;11,930000;7,320000;44,000000;9,500000;3,110000;0,010000;4,951000;3,625000;16,315391;0,319000;0,438000
5/7/2025;0,295000;0,894000;185,296056;0,415000;9,250000;12,570000;7,500000;43,000000;9,500000;3,560000;0,010000;4,955000;3,665000;16,456650;0,000000;0,293000
5/8/2025;0,373000;1,186000;189,251299;0,127000;9,250000;12,170000;7,460000;45,000000;9,135000;3,693000;0,010000;4,953000;3,693000;15,679727;0,000000;0,296000
5/9/2025;0,330000;1,067000;187,874027;0,412000;11,830000;11,740000;7,400000;43,000000;8,530000;4,180000;0,010000;4,952000;3,606000;15,291265;0,000000;0,295000
5/10/2025;0,327000;1,082000;186,496755;0,129000;11,450000;11,300000;7,480000;44,000000;8,500000;4,450000;0,010000;4,951000;3,566000;14,867489;0,000000;0,295000
5/11/2025;0,324000;0,974000;187,626824;0,361000;10,230000;11,040000;7,470000;43,000000;8,640000;4,410000;0,010000;4,954000;3,525000;14,902803;0,000000;0,295000
5/12/2025;0,240000;0,772000;194,407240;0,127000;10,200000;10,700000;7,730000;44,000000;8,500000;4,470000;0,010000;4,955000;3,510000;15,008748;0,000000;0,294000
5/13/2025;0,270000;0,856000;196,172974;0,433000;10,220000;10,000000;7,570000;46,000000;6,140000;5,000000;0,010000;4,957000;3,558000;14,055251;0,000000;0,294000
5/14/2025;0,264000;0,828000;184,236616;0,435000;10,220000;9,540000;7,680000;47,000000;6,900000;4,700000;0,010000;4,952000;3,563000;14,655601;0,000000;0,294000
5/15/2025;0,288000;0,937000;191,087662;0,432000;12,410000;9,080000;7,570000;47,000000;8,190000;4,900000;0,010000;4,955000;3,550000;14,938118;0,000000;0,294000
5/16/2025;0,288000;0,939000;195,184163;0,126000;10,570000;8,850000;7,550000;44,000000;8,300000;4,800000;0,010000;4,952000;3,775000;14,231824;0,000000;0,294000
5/17/2025;0,408000;1,080000;196,314232;0,373000;10,740000;8,680000;7,400000;46,000000;8,100000;5,800000;0,010000;4,953000;3,498000;14,584971;0,000000;0,278000
5/18/2025;0,262000;0,000000;195,501995;0,382000;10,480000;8,510000;7,370000;44,000000;8,100000;5,800000;0,010000;4,955000;2,884000;13,843362;0,000000;0,285300
5/19/2025;0,274000;0,905000;193,948150;0,351000;9,971700;4,460000;7,390000;44,955000;8,100000;5,800000;0,010000;4,955000;2,515000;13,843362;0,000000;0,285000
5/20/2025;0,141000;0,472000;195,961086;0,126000;11,397900;1,830000;7,410000;44,567000;8,100000;5,800000;0,010000;4,955000;3,395000;14,690915;0,000000;0,293000
5/21/2025;0,177000;0,589000;195,961086;0,425000;7,257100;1,990000;7,300000;43,000000;7,800000;5,790000;0,010000;4,950000;3,164000;16,244762;0,006000;0,284000
5/22/2025;0,290000;0,964000;135,926152;0,441000;3,499700;2,370000;7,790000;43,000000;7,800000;5,790000;0,010000;4,954000;1,850000;15,997559;0,373000;0,301000
5/23/2025;0,209000;0,697000;195,360736;0,407000;3,591800;1,790000;8,310000;31,500000;7,940000;5,090000;0,010000;4,950000;2,100000;14,330000;0,541000;0,413000
5/24/2025;0,251000;0,836000;192,253046;0,126000;8,416800;1,080000;3,690000;9,900000;8,090000;2,720000;0,010000;4,950000;1,794000;13,850000;0,538000;0,450000
5/25/2025;0,264000;0,863000;190,487312;0,349000;9,942200;2,520000;8,030000;9,600000;5,830000;5,350000;0,010000;4,950000;1,804000;14,640000;0,567000;0,454000
5/26/2025;0,260000;0,841000;195,607939;0,355000;16,206400;2,440000;8,190000;9,970000;7,200000;5,110000;0,010000;4,954000;1,817000;13,960000;0,590000;0,461000
5/27/2025;0,390000;1,260000;199,068776;0,355000;17,056900;2,310000;8,190000;9,970000;7,690000;5,110000;0,010000;4,954000;1,836000;13,960000;0,418000;0,442000
5/28/2025;0,361000;1,172000;199,951643;0,355000;16,030000;2,210000;7,450000;10,000000;7,690000;5,700000;0,010000;4,955000;1,834000;13,243013;0,375000;0,450000
5/29/2025;0,353000;1,159000;195,360736;0,320000;13,940000;2,390000;8,020000;10,000000;7,690000;5,900000;0,010000;4,957000;1,828000;3,919932;0,413000;0,458000
5/30/2025;0,345500;1,115000;190,346054;0,337000;13,940000;2,390000;8,020000;10,000000;7,690000;5,900000;0,010000;4,957000;1,800000;9,958745;0,450000;0,458000
5/31/2025;0,210000;0,700000;177,597459;0,348000;13,940000;2,320000;7,930000;10,000000;7,690000;5,900000;0,010000;4,957000;1,860000;11,653851;0,442000;0,458000
6/1/2025;0,174000;0,579000;194,160038;0,343000;12,000000;2,320000;7,930000;10,000000;8,330000;5,980000;0,010000;4,957000;1,802000;11,053501;0,442000;0,458000
6/2/2025;0,698000;2,111000;192,041158;0,343000;10,810000;2,270000;8,110000;10,000000;6,600000;6,050000;0,010000;4,955000;2,295000;12,289516;0,502000;0,468000
